0.14, 0.016
0.152, 0.573
0.227, 1.27
0.34, 2.114
0.49, 2.67
0.7, 3.235
1, 3.853
1.343, 4.3
1.73, 4.726
2.446, 5.34
3.057, 5.755
3.736, 6.12
4.59, 6.5
5.185, 6.68
5.8, 6.8
6.897, 6.945
7.8, 6.937
8.396, 6.937
8.926, 6.773
9.63, 6.594
10.633, 6.246
11.5, 5.856
12.697, 5.46
13.4, 5.3
14.203, 5.173
14.808, 5.122
15.45, 5.15
15.896, 5.171
16.2, 5.2
16.601, 5.258
16.95, 5.321
17.18, 5.39
17.35, 5.45
17.6, 5.52
17.86, 5.62
18.098, 5.718
18.4, 5.84
18.66, 5.98
19, 6.15
